id,name,parent,kind
"core network availability disruption ot equivalent risk::bgp hijacking routing manipulation causing internet outages orange spain","BGP hijacking / routing manipulation causing internet outages (Orange Spain)","Core Network / Availability Disruption ('OT-equivalent' risk)","hazard"
"core network availability disruption ot equivalent risk::sabotage style attacks without malware causing multi day national outages vodafone portugal 47m mobile 1m fixed customers affected","Sabotage-style attacks without malware causing multi-day national outages (Vodafone Portugal, 4.7M mobile + 1M fixed customers affected)","Core Network / Availability Disruption ('OT-equivalent' risk)","hazard"
"core network availability disruption ot equivalent risk::customer portal and oss bss downtime cascading into business customer disruption colts multi month portal outage","Customer-portal and OSS/BSS downtime cascading into business-customer disruption (Colt's multi-month portal outage)","Core Network / Availability Disruption ('OT-equivalent' risk)","hazard"
"core network availability disruption ot equivalent risk::emergency services 911 e911 disruption risk given telecoms critical infrastructure designation","Emergency-services (911/E911) disruption risk given telecom's critical-infrastructure designation","Core Network / Availability Disruption ('OT-equivalent' risk)","hazard"
"third party and supply chain risk::compromise via subcontracted field service technical solutions providers","Compromise via subcontracted field-service/technical-solutions providers","Third-Party & Supply Chain Risk","hazard"
"third party and supply chain risk::compromise of shared backend saas platforms used across the operators business appiancloud symphonica style","Compromise of shared backend SaaS platforms used across the operator's business (AppianCloud/Symphonica-style)","Third-Party & Supply Chain Risk","hazard"
"third party and supply chain risk::mvno reseller relationship exposure","MVNO/reseller relationship exposure","Third-Party & Supply Chain Risk","hazard"
"third party and supply chain risk::industry body association compromise with cross member blast radius gsma qilin","Industry-body/association compromise with cross-member blast radius (GSMA/Qilin)","Third-Party & Supply Chain Risk","hazard"
"third party and supply chain risk::downstream exposure of other carriers data held incidentally american towers records referencing t mobile verizon dhs","Downstream exposure of other carriers' data held incidentally (American Tower's records referencing T-Mobile/Verizon/DHS)","Third-Party & Supply Chain Risk","hazard"
"insider and credential based risk::single employee infostealer infection cascading to full backend compromise wow","Single-employee infostealer infection cascading to full backend compromise (WOW!)","Insider & Credential-Based Risk","hazard"
"insider and credential based risk::reused weak passwords on high privilege admin or registry accounts orange spain ripe account","Reused/weak passwords on high-privilege admin or registry accounts (Orange Spain RIPE account)","Insider & Credential-Based Risk","hazard"
"insider and credential based risk::sim swap enabling data theft usim keys imsi creating downstream account takeover risk for subscribers sk telecom","SIM-swap-enabling data theft (USIM keys, IMSI) creating downstream account-takeover risk for subscribers (SK Telecom)","Insider & Credential-Based Risk","hazard"
"insider and credential based risk::insider facilitated or insider adjacent credential sale enabling initial access","Insider-facilitated or insider-adjacent credential sale enabling initial access","Insider & Credential-Based Risk","hazard"
"regulatory and legal exposure::data protection regulator fines sk telecoms 972m pipc fine cosmote otes combined 925m greek dpa fines for a related breach","Data-protection regulator fines (SK Telecom's $97.2M PIPC fine; Cosmote/OTE's combined ~$9.25M Greek DPA fines for a related breach)","Regulatory & Legal Exposure","hazard"
