victim,sector,group,country,attackdate,discovered,domain,data_size,has_press,ransom
"highwirepress.com","Technology","babuk2","US","2025-03-18","2025-03-18","highwirepress.com","","",""
"expertdata.com.au","Technology","incransom","AU","2025-03-18","2025-03-18","expertdata.com.au","","",""
"airtelligence.com","Technology","incransom","US","2025-03-18","2025-03-18","airtelligence.com","","",""
"Tanaka Electronics Taiwan Co., LTD","Technology","nightspire","TW","2025-03-18","2025-04-13","www.tanaka.co.jp","10 GB","",""
"ccktech.com","Technology","ransomhub","GB","2025-03-17","2025-03-17","ccktech.com","","",""
"kyb.com","Technology","cactus","JP","2025-03-17","2025-03-17","kyb.com","","",""
"KIU System Solutions","Technology","apos","AR","2025-03-17","2025-03-17","kiusys.com","","",""
"taobao.com","Technology","babuk2","CN","2025-03-17","2025-03-17","taobao.com","","",""
"This entry has been removed following a request from the company","Technology","babuk2","CN","2025-03-17","2025-03-17","","","",""
"Diode Technologies","Technology","qilin","US","2025-03-17","2025-03-17","diodetech.net","","",""
"JD.com Inc (Chinese)","Technology","babuk2","CN","2025-03-16","2025-03-16","","","",""
"Ascom Holding AG","Technology","hellcat","CH","2025-03-16","2025-03-16","ascom.com","","yes",""
"Belarus E-commerce & Energy Data","Technology","babuk2","BY","2025-03-15","2025-03-15","","","",""
"Ricardo Rodriguez","Technology","qilin","CL","2025-03-15","2025-03-15","ricardorodriguez.cl","","",""
"argusdatainsights.de","Technology","safepay","DE","2025-03-14","2025-03-14","argusdatainsights.de","","",""
"JAGGEDPEAK.COM","Technology","clop","US","2025-03-14","2025-03-14","JAGGEDPEAK.COM","","",""
"RACKSPACE.COM","Technology","clop","US","2025-03-14","2025-03-14","RACKSPACE.COM","","",""
"Terralogic","Technology","secp0","US","2025-03-14","2025-03-14","terralogic.com","","",""
"amatechinc.com","Technology","lynx","US","2025-03-14","2025-03-27","amatechinc.com","","",""
"SL Tennessee Information","Technology","play","US","2025-03-13","2025-03-14","sl-america.com","","",""
"PTS Group","Technology","qilin","DE","2025-03-13","2025-03-18","ptsgroup.de","","",""
"urban1.com","Technology","cactus","US","2025-03-12","2025-03-12","urban1.com","","yes",""
"lgipr.com","Technology","safepay","US","2025-03-11","2025-03-11","lgipr.com","","",""
"Trymata","Technology","killsec","","2025-03-11","2025-03-11","trymata.com","","",""
"isee-eg.com","Technology","funksec","EG","2025-03-11","2025-03-11","isee-eg.com","","",""
"lexmark.com Company","Technology","babuk2","US","2025-03-11","2025-03-11","lexmark.com","","",""
"misaludhealth.com","Technology","babuk2","US","2025-03-10","2025-03-10","misaludhealth.com","","",""
"FMT Consultants","Technology","play","US","2025-03-10","2025-04-27","www.fmtconsultants.com","","",""
"www.oneupinnovations.com","Technology","ransomhub","US","2025-03-10","2025-03-21","oneupinnovations.com","","",""
"Tanaka Electronics Taiwan Co.,LTD","Technology","nightspire","TW","2025-03-10","2025-03-16","tanaka.co.jp","150 GB","",""
"klabs.it","Technology","funksec","IT","2025-03-09","2025-03-09","klabs.it","","",""
"finetech.de","Technology","incransom","DE","2025-03-09","2025-04-09","finetech.de","","",""
"www.gcsnet.com","Technology","ransomhub","","2025-03-09","2025-03-21","gcsnet.com","","",""
"total-ps.com","Technology","ransomhub","US","2025-03-07","2025-03-07","total-ps.com","","",""
"ADDA (adda.io)","Technology","ransomexx","IN","2025-03-07","2025-03-07","adda.io","","",""
"crystal-d.com","Technology","lockbit5","DE","2025-03-07","2025-12-07","crystal-d.com","","yes",""
"iescomm.com","Technology","chaos","US","2025-03-07","2025-04-15","iescomm.com","1000 GB","yes",""
"agi.net","Technology","monti","US","2025-03-06","2025-03-06","agi.net","","",""
"Connekted, Inc.","Technology","qilin","US","2025-03-06","2025-03-06","connekted.com","","",""
"1X Internet","Technology","fog","DE","2025-03-05","2025-03-06","1xinternet.de/en","39 GB","",""
"Bizcode","Technology","fog","IT","2025-03-05","2025-03-06","bizcode.it","55 GB","",""
"Manning Publications Co.","Technology","fog","US","2025-03-05","2025-03-06","manning.com","55 GB","",""
"Engikam","Technology","fog","IT","2025-03-05","2025-03-06","engicam.com","59 GB","",""
"Aeonsparx","Technology","fog","MY","2025-03-05","2025-03-06","aeonsparx.com","172 GB","",""
"Flightsim studio","Technology","fog","","2025-03-05","2025-03-06","flightsim-studio.com","227 GB","",""
"Neopoly","Technology","fog","DE","2025-03-05","2025-03-06","neopoly.de","500 GB","",""
"Kr3m","Technology","fog","DE","2025-03-05","2025-03-06","kr3m.com","58 GB","",""
"InfoReach","Technology","fog","US","2025-03-05","2025-03-06","inforeachinc.com","39 GB","",""
"Euranova","Technology","fog","BE","2025-03-05","2025-03-06","euranova.eu","48 GB","",""
"Inelmatic","Technology","fog","ES","2025-03-05","2025-03-06","inelmatic.com","37 GB","",""
"Kotliva","Technology","fog","RU","2025-03-05","2025-03-06","koltiva.com","37 GB","",""
"Blue Planet","Technology","fog","","2025-03-05","2025-03-06","blueplanet.com","180 GB","",""
"Eumetsat","Technology","fog","DE","2025-03-05","2025-03-06","eumetsat.int","291 GB","",""
"Melexis","Technology","fog","BE","2025-03-05","2025-03-06","melexis.com","482 GB","",""
"The 19 biggest gitlabs","Technology","fog","","2025-03-05","2025-03-05","","","",""
"365labs - Security Corp","Technology","monti","US","2025-03-04","2025-03-04","365labs.com","","",""
"Customer Management Systems","Technology","medusa","US","2025-03-04","2025-03-09","dealershipphonetraining.com","","","100000"
"IOVATE.COM","Technology","clop","CA","2025-03-04","2025-03-04","IOVATE.COM","","",""
"InternetWay","Technology","apos","BR","2025-03-04","2025-03-04","internetway.com.br","","",""
"synaptic.co.tz","Technology","arcusmedia","TZ","2025-03-03","2025-03-03","synaptic.co.tz","","",""
"RJ IT Solutions","Technology","arcusmedia","US","2025-03-03","2025-03-03","rjitsolutions.com","","",""
"Openreso","Technology","arcusmedia","FR","2025-03-03","2025-03-03","openreso.com","","",""
"ceratec.com","Technology","abyss","CA","2025-03-03","2025-03-03","ceratec.com","","",""
"Sunnking SustainableSolutions","Technology","akira","US","2025-03-03","2025-03-03","sunnking.com","","",""
"S********e.com","Technology","flocker","","2025-03-03","2025-03-03","","","",""
"IT-IQ Botswana","Technology","play","BW","2025-03-02","2025-03-02","itiq.co.bw","","",""
"conterra.com","Technology","ransomhub","DE","2025-03-02","2025-03-26","conterra.com","","yes",""
"APTEAN.COM","Technology","clop","US","2025-03-01","2025-03-01","APTEAN.COM","","",""
"norson.com","Technology","safepay","MX","2025-03-01","2025-03-30","norson.com","","",""
"mytower.com.br","Technology","funksec","BR","2025-02-28","2025-02-28","mytower.com.br","","",""
"mandarin.com.br","Technology","funksec","BR","2025-02-28","2025-02-28","mandarin.com.br","","",""
"www.floralimited.com","Technology","kraken","BD","2025-02-28","2025-06-28","www.floralimited.com","","",""
"www.dcarosolutions.com","Technology","ransomhub","CO","2025-02-28","2025-03-08","dcaro.com.co","","",""
"bpmmicro.com","Technology","qilin","US","2025-02-28","2025-03-04","bpmmicro.com","","",""
"Insider Technologies Limited","Technology","embargo","GB","2025-02-27","2025-03-09","insidertech.co.uk","","",""
"HPE.COM","Technology","clop","US","2025-02-27","2025-02-27","HPE.COM","","",""
"HP.COM","Technology","clop","US","2025-02-27","2025-02-27","HP.COM","","",""
"GALATECHNOLOGY.CO.UK","Technology","clop","GB","2025-02-27","2025-02-27","GALATECHNOLOGY.CO.UK","","",""
"GNSWORLD.COM","Technology","clop","","2025-02-27","2025-02-27","GNSWORLD.COM","","",""
"FERNGROUP.COM","Technology","clop","CA","2025-02-27","2025-02-27","FERNGROUP.COM","","",""
"EZUPPRO.COM","Technology","clop","US","2025-02-27","2025-02-27","EZUPPRO.COM","","",""
"EMETER.COM","Technology","clop","US","2025-02-27","2025-02-27","EMETER.COM","","",""
"ENTERATEK.MX","Technology","clop","MX","2025-02-27","2025-02-27","ENTERATEK.MX","","",""
"VLCDISTRIBUTION.COM","Technology","clop","","2025-02-27","2025-02-27","VLCDISTRIBUTION.COM","","",""
"VERSANTTECHNOLOGIES.COM","Technology","clop","SG","2025-02-27","2025-02-27","VERSANTTECHNOLOGIES.COM","","",""
"USM-INC.COM","Technology","clop","","2025-02-27","2025-02-27","USM-INC.COM","","",""
"TESISQUARE.COM","Technology","clop","IT","2025-02-27","2025-02-27","TESISQUARE.COM","","",""
"TUXTON.COM","Technology","clop","US","2025-02-27","2025-02-27","TUXTON.COM","","",""
"TRIBORO.COM","Technology","clop","","2025-02-27","2025-02-27","TRIBORO.COM","","",""
"TPGXML.COM","Technology","clop","US","2025-02-27","2025-02-27","TPGXML.COM","","",""
"SCHAWK.COM","Technology","clop","US","2025-02-27","2025-02-27","SCHAWK.COM","","",""
"SDITECH.COM","Technology","clop","US","2025-02-27","2025-02-27","SDITECH.COM","","",""
"SUPPLYON.COM","Technology","clop","DE","2025-02-27","2025-02-27","SUPPLYON.COM","","",""
"SENAO.COM.TW","Technology","clop","TW","2025-02-27","2025-02-27","SENAO.COM.TW","","",""
"SGKINC.COM","Technology","clop","US","2025-02-27","2025-02-27","SGKINC.COM","","",""
"SATCO.COM","Technology","clop","US","2025-02-27","2025-02-27","SATCO.COM","","",""
"SAKAR.COM","Technology","clop","US","2025-02-27","2025-02-27","SAKAR.COM","","",""
"ROUNDHOUSEGROUP.COM","Technology","clop","US","2025-02-27","2025-02-27","ROUNDHOUSEGROUP.COM","","",""
"REV.DE","Technology","clop","DE","2025-02-27","2025-02-27","REV.DE","","",""
"RDSGAMING.COM","Technology","clop","","2025-02-27","2025-02-27","RDSGAMING.COM","","",""
"RADLEY.COM","Technology","clop","","2025-02-27","2025-02-27","RADLEY.COM","","",""
"PRIMELINE.NET","Technology","clop","US","2025-02-27","2025-02-27","PRIMELINE.NET","","",""
"PIPERSYSTEMS.COM","Technology","clop","IE","2025-02-27","2025-02-27","PIPERSYSTEMS.COM","","",""
"PAIGE.COM","Technology","clop","US","2025-02-27","2025-02-27","PAIGE.COM","","",""
"NRESPONSE.COM","Technology","clop","US","2025-02-27","2025-02-27","NRESPONSE.COM","","",""
"NORTHWIRE.COM","Technology","clop","US","2025-02-27","2025-02-27","NORTHWIRE.COM","","",""
"NPLUS1TECHNOLOGIES.COM","Technology","clop","","2025-02-27","2025-02-27","NPLUS1TECHNOLOGIES.COM","","",""
"NMR.CO.UK","Technology","clop","GB","2025-02-27","2025-02-27","NMR.CO.UK","","",""
"NETPLUSTMS.COM","Technology","clop","US","2025-02-27","2025-02-27","NETPLUSTMS.COM","","",""
"MUXIE.COM","Technology","clop","","2025-02-27","2025-02-27","MUXIE.COM","","",""
"MORET.COM","Technology","clop","US","2025-02-27","2025-02-27","MORET.COM","","",""
"MGAINNOVATION.COM","Technology","clop","US","2025-02-27","2025-02-27","MGAINNOVATION.COM","","",""
"JENNE.COM","Technology","clop","US","2025-02-27","2025-02-27","JENNE.COM","","",""
"ID-GP.COM","Technology","clop","GB","2025-02-27","2025-02-27","ID-GP.COM","","",""
"INNOVADOR.COM.MX","Technology","clop","MX","2025-02-27","2025-02-27","INNOVADOR.COM.MX","","",""
"INTERFACTURA.COM","Technology","clop","MX","2025-02-27","2025-02-27","INTERFACTURA.COM","","",""
"INTERCHARGE.DE","Technology","clop","DE","2025-02-27","2025-02-27","INTERCHARGE.DE","","",""
"INTELEKTECHNOLOGIES.COM","Technology","clop","US","2025-02-27","2025-02-27","INTELEKTECHNOLOGIES.COM","","",""
"INNOVSYS.COM","Technology","clop","US","2025-02-27","2025-02-27","INNOVSYS.COM","","",""
"PHONONET.DE","Technology","clop","DE","2025-02-27","2025-02-27","PHONONET.DE","","",""
"Gitlabs: Synelixis Solutions, INGV, VMO Holdings","Technology","fog","","2025-02-26","2025-02-26","","","",""
"www.hexosys.com","Technology","ransomhub","HK","2025-02-25","2025-03-10","hexosys.com","","",""
"ACTi Corporation","Technology","lynx","TW","2025-02-25","2025-03-09","acti.com","","",""
"MNJ Technologies Direct","Technology","akira","US","2025-02-25","2025-02-25","mnjtech.com","","",""
"DZL","Technology","morpheus","","2025-02-24","2025-02-24","","","",""
"HOST Software Entwicklung und Consulting GmbH","Technology","qilin","DE","2025-02-24","2025-03-12","ulysses-erp.com","","",""
"Cronos Europa","Technology","akira","BE","2025-02-24","2025-02-24","cronoseuropa.com","","",""
"BluAgent Technologies, Inc","Technology","killsec","US","2025-02-23","2025-02-23","bluagent.com","","",""
"Digital Technology Co., Ltd.","Technology","cicada3301","JP","2025-02-23","2025-02-23","dtc.co.jp","","",""
"Bayteq","Technology","fog","EC","2025-02-23","2025-02-23","bayteq.com","","",""
"WDNA","Technology","fog","ES","2025-02-23","2025-02-23","wdna.com","","",""
"Naphix","Technology","fog","AU","2025-02-23","2025-02-23","naphix.com","","",""
"www.visualisation.one","Technology","ransomhub","DE","2025-02-22","2025-03-12","visualisation.one","","",""
"Avantune Corporation","Technology","weyhro","US","2025-02-22","2025-03-06","avantune.com","","",""
"Planet One","Technology","lynx","SG","2025-02-21","2025-02-24","planetone.com","","",""
"headcount.com","Technology","ransomhub","US","2025-02-21","2025-02-21","headcount.com","","",""
"Insyst GmbH","Technology","akira","DE","2025-02-21","2025-02-21","insyst.de","","",""
"tequaly.com","Technology","embargo","BR","2025-02-20","2025-02-25","tequaly.com","","",""
"ehdd.com","Technology","incransom","US","2025-02-20","2025-02-20","ehdd.com","","",""
"rossmanmedia.ae","Technology","funksec","AE","2025-02-19","2025-02-19","rossmanmedia.ae","","",""
"NimuSoft","Technology","killsec","FI","2025-02-19","2025-02-19","nimusoft.com","","",""
"loopcap.com","Technology","chaos","US","2025-02-19","2026-03-18","loopcap.com","600 GB","",""
"Seac","Technology","thegentlemen","IT","2025-02-19","2026-02-21","","","",""
"Lawsoft","Technology","thegentlemen","US","2025-02-19","2026-01-31","","","",""
"Paltrack","Technology","thegentlemen","ZA","2025-02-19","2026-01-20","","","",""
"Pos Bilişim Teknolojileri","Technology","thegentlemen","TR","2025-02-19","2026-01-11","","","",""
"hanson-inc.com","Technology","chaos","US","2025-02-19","2025-10-24","hanson-inc.com","350 GB","",""
"www.msssolutions.com","Technology","chaos","US","2025-02-19","2025-10-09","www.msssolutions.com","200 GB","",""
"InjectSense","Technology","thegentlemen","US","2025-02-19","2025-09-09","","","",""
"Surtel Technologies Pvt","Technology","thegentlemen","IN","2025-02-19","2025-09-09","","","",""
"VISEO","Technology","fog","FR","2025-02-19","2025-02-19","viseo.com","","",""
"Next TI","Technology","fog","ID","2025-02-19","2025-02-19","next-ti.co.id","","",""
"Genea","Technology","termite","AU","2025-02-19","2025-02-25","genea.com.au","","yes",""
"Dectron","Technology","play","CA","2025-02-18","2025-03-09","dectron.com","","",""
"eaglepost.com","Technology","ransomhub","US","2025-02-17","2025-02-20","eaglepost.com","","",""
"bluedge.com","Technology","cactus","US","2025-02-17","2025-02-25","bluedge.com","","",""
"QBurst","Technology","fog","IN","2025-02-16","2025-02-16","qburst.com","","",""
"Acqua development","Technology","fog","RO","2025-02-16","2025-02-16","acqua.ro","","",""
"system-toolsgmbh.de","Technology","safepay","DE","2025-02-16","2025-03-30","system-toolsgmbh.de","","",""
"Gitlabs: Acqua development, QBurst, Pamyra.de","Technology","fog","","2025-02-16","2025-02-16","","","",""
"www.prival.com","Technology","kraken","CA","2025-02-15","2025-06-28","www.prival.com","","",""
"Ripple Neuro","Technology","insomnia","US","2025-02-14","2026-02-26","www.rippleneuro.com","","",""
"www.selt-sistemi.com","Technology","kraken","IT","2025-02-14","2025-02-20","selt-sistemi.com","","",""
"ADULLACT","Technology","fog","FR","2025-02-13","2025-02-13","adullact.net","","",""
"Omydoo","Technology","fog","FR","2025-02-13","2025-02-13","omydoo.fr","","",""
"Afa Systems Ltd.","Technology","underground","CA","2025-02-13","2025-04-16","afasystemsinc.com","","",""
"www.pransystems.com","Technology","ransomhub","US","2025-02-13","2025-02-20","pransystems.com","","",""
"vadatech.com","Technology","qilin","US","2025-02-13","2025-02-13","vadatech.com","","",""
"Squeezer-software","Technology","fog","TN","2025-02-12","2025-02-12","squeezer-software.com","","",""
